"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Polarization diversity improves RSSI based location estimation for wireless sensor networks","K. P. Chethan; T. Chakravarty; J. Prabha; M. G. Chandra; P. Balamuralidhar","Embedded Innovation Lab, Tata Consultancy Services, Bangalore, India; Embedded Innovation Lab, Tata Consultancy Services, Bangalore, India; Embedded Innovation Lab, Tata Consultancy Services, Bangalore, India; Embedded Innovation Lab, Tata Consultancy Services, Bangalore, India; Embedded Innovation Lab, Tata Consultancy Services, Bangalore, India",2009 Applied Electromagnetics Conference (AEMC),"15 Mar 2010","2009","","","1","4","Signal strength based wireless location estimation suffers accuracy in indoor environments since the distance to RSSI (received signal strength indicator) function is not monotonic and gives multiple distance estimates for a specific signal strength value. In this paper an advancement of the existing estimation techniques is proposed by establishing the use of polarization diversity in getting robust location estimation. The measurements done in indoor environment clearly bring to fore the need to compute the signal strengths on different polarization vectors of radiated E-field, for prediction of location of wireless communication nodes with a better accuracy. Experiments conducted for both line-of sight and non-line of sight cases show that an optimal weighted sum of the respective signal strengths for different polarizations lead to a monotonic path loss expression which can be used for predicting the locations even with minimal initial training sequence. This novel approach enables precision indoor localization with a minimal set of measurements by exploiting the easily available RSSI information.","","978-1-4244-4818-0","10.1109/AEMC.2009.5430601","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5430601","Antenna diversity;polarization;localization;wireless","Polarization;Wireless sensor networks;Diversity reception;Antenna measurements;Antennas and propagation;Distortion measurement;Indoor environments;Area measurement;Data communication;Signal to noise ratio","","5","3","10","IEEE","15 Mar 2010","14-16 Dec. 2009","14-16 Dec. 2009","IEEE","IEEE Conferences"
"Indoor localization and surveillance usingwireless sensor network and Pan/Tilt camera","P. Desai; K. S. Rattan","Department of Electrical Engineering, Wright State University, Dayton, OH, USA; Department of Electrical Engineering, Wright State University, Dayton, OH, USA",Proceedings of the IEEE 2009 National Aerospace & Electronics Conference (NAECON),"8 Mar 2010","2009","","","1","6","A system-level approach for indoor surveillance of objects using wireless sensor networks and Pan/Tilt camera is presented in this paper. The objects to be tracked carry a listener cricket mote and beacon motes are mounted on the ceiling. The time difference of arrival (TDoA) approach and multilateration are used to estimate the distance and position of the object, respectively. The small error in the position estimation result was further reduced by implementing a Kalman filter. The position of the object obtained from the cricket motes are used to calculate the pan and tilt angles of the camera, also mounted on the ceiling. Since the camera used does not have the zoom capability, a laser pointer is used to constantly point a dot on the moving object. The pointer followed the object with negligible error.","2379-2027","978-1-4244-4494-6","10.1109/NAECON.2009.5426659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5426659","","Surveillance;Cameras;Wireless sensor networks;Time difference of arrival;Ultrasonic imaging;Application software;Indoor environments;Global Positioning System;Robot sensing systems;Infrared detectors","","7","","13","IEEE","8 Mar 2010","21-23 July 2009","21-23 July 2009","IEEE","IEEE Conferences"
"Nonparametric Obstruction Detection for UWB Localization","S. Marano; W. M. Gifford; H. Wymeersch; M. Z. Win","Swiss Seismological Service, ETH Zürich, Zurich, Switzerland; Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA, USA; Chalmers University of Technology, Goteborg, Sweden; Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA, USA",GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference,"4 Mar 2010","2009","","","1","6","Ultra-wide bandwidth (UWB) transmission is a promising technology for indoor localization due to its fine delay resolution and obstacle-penetration capabilities. However, the presence of walls and other obstacles introduces a positive bias in distance estimates, severely degrading localization accuracy. We have performed an extensive indoor measurement campaign with FCC-compliant UWB radios to quantify the effect of non-line-of-sight (NLOS) propagation. Based on this campaign, we extract key features that allow us to distinguish between NLOS and LOS conditions. We then propose a nonparametric approach based on support vector machines for NLOS identification, and compare it with existing parametric (i.e., model-based) approaches. Finally, we evaluate the impact on localization through Monte Carlo simulation. Our results show that it is possible to improve positioning accuracy relying solely on the received UWB signal.","1930-529X","978-1-4244-4148-8","10.1109/GLOCOM.2009.5425460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5425460","","Delay;Bandwidth;Support vector machines;Simultaneous localization and mapping;Seismology;Laboratories;Degradation;Performance evaluation;Feature extraction;Wireless networks","","15","","18","IEEE","4 Mar 2010","30 Nov.-4 Dec. 2009","30 Nov.-4 Dec. 2009","IEEE","IEEE Conferences"
"Restarting Particle Filters: An Approach to Improve the Performance of Dynamic Indoor Localization","B. Turgut; R. P. Martin","Department of Computer Science, Rutgers University, Piscataway, NJ, USA; Department of Computer Science, Rutgers University, Piscataway, NJ, USA",GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference,"4 Mar 2010","2009","","","1","7","Particle filters have been found to be effective in tracking mobile targets in indoor environments. One frequently encountered problem in these settings occurs when the target's movement pattern changes unexpectedly; such as when the target turns around, enters a room from a corridor or turns left or right at an intersection. If the particle filter makes an incorrect prediction, it might not be able to recover using the normal techniques of prediction, weight update and resampling. We propose an approach to automatically restart the particle filter by sampling the latest trusted observation when the particle cloud diverges too much from the observations. The restart decision is based on Kullback-Leibler divergence between the probability surfaces associated with the current observation and the particle cloud. Through an experimental study we show that the restart algorithm allows the successful early recovery of stranded particle filters, in our scenarios providing a 36% average improvement in localization accuracy.","1930-529X","978-1-4244-4148-8","10.1109/GLOCOM.2009.5426067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5426067","","Particle filters;Target tracking;Clouds;Sampling methods;Particle tracking;Indoor environments;Robot sensing systems;Robotics and automation;Computer science;Mobile computing","","22","","22","IEEE","4 Mar 2010","30 Nov.-4 Dec. 2009","30 Nov.-4 Dec. 2009","IEEE","IEEE Conferences"
"Site-Specific RSS Signature Modeling for WiFi Localization","B. Roberts; K. Pahlavan","Electrical and Computer Engineering Department, Worcester Polytechnic Institute, Worcester, MA, USA; Electrical and Computer Engineering Department, Worcester Polytechnic Institute, Worcester, MA, USA",GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference,"4 Mar 2010","2009","","","1","6","A number of techniques for indoor and outdoor WiFi localization using received signal strength (RSS) signatures have been published. Little work has been performed to characterize the RSS signatures used by these WiFi localization techniques or to assess the accuracy of current channel models to represent the signatures. Without accurate characterization and models of the signatures, a large amount of empirical data is needed to evaluate the performance of the WiFi localization techniques. The goal of this paper is to characterize the RSS signatures and present a novel wall breakpoint model for use in WiFi localization simulations to eliminate the need for large empirical databases. In this paper, we present our empirical database of RSS signatures measured in the campus of the Worcester Polytechnic Institute, characterize the RSS signatures used in WiFi localization, evaluate the performance of the current WiFi channel model, and propose a novel wall breakpoint model, which exploits site-specific information to provide a tighter fit to the empirical RSS signatures. From the RSS signature characterization, it was observed that the behavior of the RSS signatures is dependant on the location of the Access Point (AP) with a building due to shadow fading. Our proposed model improves upon the simpler WiFi channel model by adding a dynamic site-specific wall breakpoint to account for the location of the AP within a building and allowing for proper simulation of the outdoor path-loss environment.","1930-529X","978-1-4244-4148-8","10.1109/GLOCOM.2009.5425740","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5425740","","Databases;Global Positioning System;Calibration;Performance evaluation;Current measurement;Fading;Urban areas;Pervasive computing;Commercialization;Signal detection","","21","","13","IEEE","4 Mar 2010","30 Nov.-4 Dec. 2009","30 Nov.-4 Dec. 2009","IEEE","IEEE Conferences"
"Localization Using Radial Basis Function Networks and Signal Strength Fingerprints in WLAN","C. Laoudias; P. Kemppi; C. G. Panayiotou","KIOS Research Center of Intelligent Systems and Networks Department of Electrical and Computer Engineering, University of Cyprus, Nicosia, Cyprus; VTT Technical Research Center of Finland, Espoo, Finland; KIOS Research Center of Intelligent Systems and Networks Department of Electrical and Computer Engineering, University of Cyprus, Nicosia, Cyprus",GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference,"4 Mar 2010","2009","","","1","6","Fingerprinting localization techniques provide reliable location estimates and enable the development of location aware applications especially for indoor environments, where satellite based positioning is infeasible. In our approach we utilize received signal strength (RSS) fingerprints collected in known locations and employ a radial basis function (RBF) neural network to approximate the function that maps fingerprints to location coordinates. We present a clustering scheme to reduce the size and computational complexity of the RBF architecture and demonstrate the applicability of this approach in a real-world WLAN setup. Experimental results indicate that the RBF based method is an efficient approach to the location determination problem that outperforms existing techniques in terms of the positioning error.","1930-529X","978-1-4244-4148-8","10.1109/GLOCOM.2009.5425278","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5425278","","Radial basis function networks;Fingerprint recognition;Wireless LAN;Databases;Artificial neural networks;Satellite broadcasting;Computer architecture;Radio transmitters;Current measurement;Function approximation","","56","","13","IEEE","4 Mar 2010","30 Nov.-4 Dec. 2009","30 Nov.-4 Dec. 2009","IEEE","IEEE Conferences"
"Indoor Localization Using Improved RSS-Based Lateration Methods","J. Yang; Y. Chen","Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA; Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA",GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference,"4 Mar 2010","2009","","","1","6","Location estimation is a critical step for many location-aware applications. To obtain location information, localization methods employing received signal strength (RSS) are attestative since it can reuse the existing wireless infrastructure for localization. Among the large class of localization schemes, RSS-based lateration methods have the advantage of providing closed-form solutions for mathematical analysis as compared to heuristic-based localization approaches. However, the localization accuracy of RSS-based lateration methods are significantly affected by the unpredictable setup in indoor environments. To improve the applicability of RSS-based lateration methods in indoors, we propose two approaches, regression-based and correlation-based. The regression-based approach uses linear regression to discover a better fit of signal propagation model between RSS and the distance, while the correlation-based approach utilizes the correlation among RSS in local area to obtain more accurate signal propagation. Our results using both simulation as well as real experiments demonstrate that our improved methods outperform the original RSS-based lateration methods significantly.","1930-529X","978-1-4244-4148-8","10.1109/GLOCOM.2009.5425237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5425237","","Indoor environments;Mathematical analysis;Closed-form solution;Linear regression;Reflection;Shadow mapping;Scattering;Partitioning algorithms;Least squares methods;Application software","","140","7","17","IEEE","4 Mar 2010","30 Nov.-4 Dec. 2009","30 Nov.-4 Dec. 2009","IEEE","IEEE Conferences"
"An implementation of positioning system in indoor environment based on active RFID","Ching-Sheng Wang; Chun-Hong Huang; Yong-Si Chen; Li-Jie Zheng","Department of Computer Science & Information Engineering, Aletheia University, Taiwan; Department of Computer Information & Network Engineering, Lunghwa University of Science and Technology, Taiwan; Department of Computer Science & Information Engineering, Tamkang University, Taiwan; Department of Computer Science & Information Engineering, Aletheia University, Taiwan",2009 Joint Conferences on Pervasive Computing (JCPC),"25 Feb 2010","2009","","","71","76","The Radio Frequency Identification (RFID) positioning based on the signal strength is the well know and feasible method. But the researches based on signal strength only usually make unsatisfied positioning error because of the instable of RFID signal. In this paper, we propose an indoor RFID positioning system which is based on the analysis of signal strength, the layout of sensing region, and the tracks of users. Different from the other RFID positioning systems, we use only one RFID reader with user, and the tags are layout in the positioning area systematically. The system integrates two phase work of positioning: analysis of signal strength in overlapping sensing area (Level 1), and analysis of users' movement directions with signal comparison (Level 2). The experiments show that the proposed mechanism improves the accuracy of positioning successfully.","","978-1-4244-5227-9","10.1109/JCPC.2009.5420212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5420212","RFID;positioning;localization;indoor;signal strength","Indoor environments;Radiofrequency identification;Active RFID tags;Signal analysis;RF signals;Signal processing;Ubiquitous computing;Navigation;Global Positioning System;Space technology","","11","","5","IEEE","25 Feb 2010","3-5 Dec. 2009","3-5 Dec. 2009","IEEE","IEEE Conferences"
"Combing multiple linear regression and manifold regularization for indoor positioning from unique radio signal","Z. Chen; J. Zhou; Y. Chen; Xingyu Gao","College of Information Engineering, Xiangtan University, Hunan, China; College of Information Engineering, Xiangtan University, Hunan, China; College of Information Engineering, Xiangtan University, Hunan, China; College of Information Engineering, Xiangtan University, Hunan, China",2009 Joint Conferences on Pervasive Computing (JCPC),"25 Feb 2010","2009","","","611","614","Traditional learning methods for indoor positioning are based on a multitude of wireless radio signals synchronously, while only one or two Access Points (APs) can be perpetually and steadily received by users in the real-world indoor environment. In this paper, we propose a novel indoor positioning method by two aspects. On the one hand, we establish multiple linear regression to estimate the Euclidean distance between reference AP and mobile terminals. On the other, we propose manifold regularization approach to predict the intersection angle drew from reference baseline. Experimental results show that our proposed method achieves an acceptable and effective room-level precision using unique radio signal in the deployed indoor test-bed.","","978-1-4244-5227-9","10.1109/JCPC.2009.5420112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5420112","","Linear regression;Radio propagation;Hardware;Global Positioning System;Cities and towns;Manifolds;Indoor environments;Euclidean distance;Machine learning;Computers","","2","","15","IEEE","25 Feb 2010","3-5 Dec. 2009","3-5 Dec. 2009","IEEE","IEEE Conferences"
"Effects of polarization and radiation diagram of antennas in RFID systems for positioning purposes","M. Alaydrus","Universitas Mercu Buana, Jakarta Barat, Jakarta Raya, ID","International Conference on Instrumentation, Communication, Information Technology, and Biomedical Engineering 2009","18 Feb 2010","2009","","","1","6","Radio Frequency Identification (RFID) is a wireless system designed to identify the presence of objects attached by tags. In recent times, RFID is also used for positioning purposes. We show a scenario of wireless propagation observed by eight antennas with different polarization located in different positions. In this way, the polarization and diagram radiation of the antennas will play a significant role in producing electromagnetic field in the region.","","978-1-4244-4999-6","10.1109/ICICI-BME.2009.5417300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5417300","RFID;identification;positioning;wireless;antenna;polarization;radiation diagram","Radiofrequency identification;Antennas and propagation;Radio transmitters;Electromagnetic wave polarization;Frequency;Radar;Receivers;Electromagnetic propagation;Electromagnetic radiation;Electromagnetic fields","","1","","21","IEEE","18 Feb 2010","23-25 Nov. 2009","23-25 Nov. 2009","IEEE","IEEE Conferences"
